X,Y,fid,Source,Impact,STATE,COUNTYNAME,FIPS
-82.17093,35.7662,"1390",S2,Road,NC,Yancey,"37199"
-82.17498,35.76417,"1391",S2,NONE,NC,Yancey,"37199"
-82.18784,35.74538,"1392","S2,UA",Road,NC,McDowell,"37111"
-82.42808,36.06232,"1393","PL,S2",River,TN,Unicoi,"47171"
-81.68972,36.20402,"1394",FO,Road,NC,Watauga,"37189"
-81.69006,36.20351,"1395",FO,Other,NC,Watauga,"37189"
-81.75582,36.25385,"1396","FO,S2",Other,NC,Watauga,"37189"
-81.24525,36.3589,"1397",S2,Road,NC,Wilkes,"37193"
-81.3273,36.55552,"1398",S2,River,NC,Alleghany,"37005"
-81.54276,36.56226,"1399",S2,UNCLEAR,NC,Ashe,"37009"
-82.2949,35.43641,"1400",UA,River,NC,Henderson,"37089"
-81.68693,36.49944,"1401",S2,River,NC,Ashe,"37009"
-81.68965,36.49456,"1402",S2,UNCLEAR,NC,Ashe,"37009"
-82.29327,35.43179,"1403","S2,UA",River,NC,Henderson,"37089"
-82.29199,35.43197,"1404","S2,UA",River,NC,Henderson,"37089"
-81.6566,36.44873,"1405",S2,River,NC,Ashe,"37009"
-82.29002,35.43784,"1406",UA,Other,NC,Henderson,"37089"
-81.61864,36.49686,"1407",S2,River,NC,Ashe,"37009"
-81.60833,36.50714,"1408",S2,UNCLEAR,NC,Ashe,"37009"
-81.6073,36.52028,"1409",S2,Various,NC,Ashe,"37009"
-81.60961,36.51716,"1410",S2,River,NC,Ashe,"37009"
-82.3135,35.46051,"1411",UA,River,NC,Henderson,"37089"
-81.58095,36.52401,"1412",S2,Road,NC,Ashe,"37009"
-82.36496,35.70701,"1413",UA,NONE,NC,Buncombe,"37021"
-82.30901,35.45881,"1414","S2,UA",NONE,NC,Henderson,"37089"
-81.57691,36.46504,"1415",S2,Road,NC,Ashe,"37009"
-82.30854,35.46062,"1416","S2,UA",UNCLEAR,NC,Henderson,"37089"
-82.30085,35.45662,"1417",UA,River,NC,Henderson,"37089"
-81.56022,36.16928,"1418",S2,River,NC,Watauga,"37189"
-81.38377,36.24012,"1419",S2,Road,NC,Wilkes,"37193"
-82.29008,35.45137,"1420",UA,River,NC,Henderson,"37089"
-82.29035,35.45154,"1421","S2,UA",Other,NC,Henderson,"37089"
-82.33952,35.98218,"1422","PL,S2",UNCLEAR,NC,Yancey,"37199"
-82.29093,35.45165,"1423","S2,UA",Road,NC,Henderson,"37089"
-81.46885,36.23235,"1424",S2,River,NC,Wilkes,"37193"
-82.2888,35.44862,"1425",UA,NONE,NC,Henderson,"37089"
-82.15927,36.03461,"1426","PL,S2",UNCLEAR,NC,Mitchell,"37121"
-82.40379,35.70033,"1427",S2,Other,NC,Buncombe,"37021"
-82.28428,35.4495,"1428",UA,Building,NC,Henderson,"37089"
-81.36513,36.23322,"1429",S2,UNCLEAR,NC,Wilkes,"37193"
-81.3655,36.23421,"1430",S2,UNCLEAR,NC,Wilkes,"37193"
-82.28656,35.44817,"1431",UA,Various,NC,Henderson,"37089"
-82.2424,35.9284,"1432",S2,Road,NC,Yancey,"37199"
-82.2418,35.92822,"1433","PL,S2",Road,NC,Yancey,"37199"
-82.23991,35.8908,"1434",S2,Road,NC,Yancey,"37199"
-82.23937,35.89321,"1435",S2,Road,NC,Yancey,"37199"
-82.24589,35.89716,"1436","PL,S2",NONE,NC,Yancey,"37199"
-82.23163,35.8809,"1437",S2,Road,NC,Yancey,"37199"
-82.23289,35.87968,"1438","PL,S2",Road,NC,Yancey,"37199"
-82.2379,35.88016,"1439",PL,NONE,NC,Yancey,"37199"
-82.24444,35.8607,"1440",S2,NONE,NC,Yancey,"37199"
-82.21234,35.86608,"1441","CAP,S2",Various,NC,Yancey,"37199"
-82.21183,35.8656,"1442","CAP,S2",Various,NC,Yancey,"37199"
-82.19599,35.90682,"1443","PL,S2",Road,NC,Yancey,"37199"
-82.4024,35.67896,"1444",UA,River,NC,Buncombe,"37021"
-82.44257,35.63901,"1445","S2,UA",NONE,NC,Buncombe,"37021"
-82.20852,35.85046,"1446","PL,S2",Other,NC,Yancey,"37199"
-82.37437,35.62414,"1447","S2,UA",NONE,NC,Buncombe,"37021"
-82.20885,35.94397,"1448","PL,S2",Road,NC,Yancey,"37199"
-82.23572,35.88158,"1449",PL,NONE,NC,Yancey,"37199"
-83.58511,35.30643,"1450",S2,NONE,NC,Swain,"37173"
-82.37673,35.94608,"1451",S2,River,NC,Yancey,"37199"
-82.38629,35.94361,"1452",S2,Other,NC,Yancey,"37199"
-81.63315,36.06447,"1453",S2,River,NC,Caldwell,"37027"
-82.48888,35.49551,"1454",UA,NONE,NC,Buncombe,"37021"
-82.20407,35.76899,"1455","S2,UA",Other,NC,Yancey,"37199"
-82.37039,35.96653,"1456","PL,S2",River,NC,Yancey,"37199"
-82.36976,35.96608,"1457","PL,S2",River,NC,Yancey,"37199"
-82.91425,35.41616,"1458","S2,UA",River,NC,Haywood,"37087"
-82.35643,35.96388,"1459","PL,S2",Road,NC,Yancey,"37199"
-82.35546,35.96378,"1460","PL,S2",Road,NC,Yancey,"37199"
-82.35597,35.96231,"1461","PL,S2",Road,NC,Yancey,"37199"
-82.21578,35.78656,"1462","PL,UA",Various,NC,Yancey,"37199"
-82.36296,35.95229,"1463","PL,S2",Other,NC,Yancey,"37199"
-82.36163,35.95287,"1464","PL,S2",Other,NC,Yancey,"37199"
-82.35949,35.9542,"1465","PL,S2",Other,NC,Yancey,"37199"
-82.35849,35.9534,"1466","PL,S2",River,NC,Yancey,"37199"
-82.35508,35.94932,"1467","PL,S2",Building,NC,Yancey,"37199"
-82.23164,35.73266,"1468",S2,River,NC,Yancey,"37199"
-82.35484,35.94955,"1469","PL,S2",Building,NC,Yancey,"37199"
-82.35392,35.94992,"1470","PL,S2",Building,NC,Yancey,"37199"
-82.35317,35.94984,"1471","PL,S2",Building,NC,Yancey,"37199"
-82.35162,35.94929,"1472","PL,S2",Building,NC,Yancey,"37199"
-82.35442,35.95146,"1473","PL,S2",Other,NC,Yancey,"37199"
-82.34732,35.94807,"1474","PL,S2",Road,NC,Yancey,"37199"
-82.35325,35.948,"1475","PL,S2",Building,NC,Yancey,"37199"
-82.35065,35.94776,"1476","PL,S2",Building,NC,Yancey,"37199"
-82.35022,35.94962,"1477","PL,S2",Building,NC,Yancey,"37199"
-82.34651,35.94768,"1478",S2,Road,NC,Yancey,"37199"
-82.34755,35.94704,"1479","PL,S2",NONE,NC,Yancey,"37199"
-82.35266,35.94375,"1480",PL,Road,NC,Yancey,"37199"
-82.36604,35.94348,"1481","PL,S2",NONE,NC,Yancey,"37199"
-82.2442,35.72892,"1482","S2,UA",UNCLEAR,NC,Yancey,"37199"
-82.23772,35.73862,"1483","S2,UA",NONE,NC,Yancey,"37199"
-82.35855,35.94135,"1484","PL,S2",Building,NC,Yancey,"37199"
-82.35818,35.93925,"1485","PL,S2",Building,NC,Yancey,"37199"
-82.35783,35.93801,"1486","PL,S2",Building,NC,Yancey,"37199"
-82.36087,35.93864,"1487","PL,S2",Building,NC,Yancey,"37199"
-82.36195,35.9313,"1488",S2,NONE,NC,Yancey,"37199"
-82.36167,35.93157,"1489",S2,NONE,NC,Yancey,"37199"
-82.37553,35.941,"1490","PL,S2",NONE,NC,Yancey,"37199"
-82.3733,35.93847,"1491","PL,S2",NONE,NC,Yancey,"37199"
-82.36828,35.94354,"1492",PL,Road,NC,Yancey,"37199"
-82.36824,35.94332,"1493",PL,Road,NC,Yancey,"37199"
-82.36778,35.94241,"1494","PL,S2",Road,NC,Yancey,"37199"
-82.36767,35.94226,"1495","PL,S2",Road,NC,Yancey,"37199"
-82.37009,35.94284,"1496",S2,UNCLEAR,NC,Yancey,"37199"
-82.36993,35.94256,"1497",S2,UNCLEAR,NC,Yancey,"37199"
-82.36918,35.94165,"1498","PL,S2",Other,NC,Yancey,"37199"
-82.34289,35.5197,"1499",UA,UNCLEAR,NC,Buncombe,"37021"
-82.34763,35.52047,"1500",UA,Road,NC,Buncombe,"37021"
-82.30352,35.90559,"1501","PL,S2",Road,NC,Yancey,"37199"
-82.28809,35.7895,"1502",S2,Various,NC,Yancey,"37199"
-82.30215,35.90574,"1503","PL,S2",Building,NC,Yancey,"37199"
-82.05238,35.84984,"1504","S2,UA",Road,NC,McDowell,"37111"
-82.34963,35.52117,"1505",UA,NONE,NC,Buncombe,"37021"
-82.3207,35.89753,"1506","PL,S2",River,NC,Yancey,"37199"
-82.3199,35.89764,"1507","PL,S2",River,NC,Yancey,"37199"
-82.04879,35.85036,"1508","S2,UA",NONE,NC,McDowell,"37111"
-82.34566,35.88087,"1509","PL,S2",Road,NC,Yancey,"37199"
-82.34588,35.88616,"1510","PL,S2",Road,NC,Yancey,"37199"
-82.34468,35.88647,"1511","PL,S2",Road,NC,Yancey,"37199"
-82.35781,35.87618,"1512","PL,S2",Other,NC,Yancey,"37199"
-82.04817,35.83556,"1513","S2,UA",NONE,NC,McDowell,"37111"
-82.3495,35.9324,"1514",S2,UNCLEAR,NC,Yancey,"37199"
-82.32473,35.89473,"1515","PL,S2",River,NC,Yancey,"37199"
-82.32483,35.89368,"1516","PL,S2",River,NC,Yancey,"37199"
-82.32233,35.89272,"1517","PL,S2",River,NC,Yancey,"37199"
-82.32413,35.89908,"1518",S2,River,NC,Yancey,"37199"
-82.32326,35.89801,"1519",S2,River,NC,Yancey,"37199"
-82.32156,35.89882,"1520",S2,River,NC,Yancey,"37199"
-82.35004,35.5371,"1521",UA,UNCLEAR,NC,Buncombe,"37021"
-82.29175,35.89297,"1522","PL,S2",Other,NC,Yancey,"37199"
-82.27801,35.89226,"1523",S2,Building,NC,Yancey,"37199"
-82.3441,35.84844,"1524","PL,S2",NONE,NC,Yancey,"37199"
-82.28591,35.87486,"1525",S2,Road,NC,Yancey,"37199"
-82.28815,35.50015,"1526",UA,Road,NC,Buncombe,"37021"
-82.33743,35.55859,"1527",S2,Various,NC,Buncombe,"37021"
-82.6587,35.22327,"1528","S2,UA",River,NC,Transylvania,"37175"
-82.63577,35.95361,"1529",PL,UNCLEAR,NC,Madison,"37115"
-83.20412,35.3318,"1530",S2,NONE,NC,Jackson,"37099"
-82.34656,36.26002,"1531","S2,UA",NONE,TN,Washington,"47179"
-82.34884,36.25832,"1532","S2,UA",NONE,TN,Washington,"47179"
-82.6609,35.22658,"1533",S2,UNCLEAR,NC,Transylvania,"37175"
-82.18417,35.80331,"1534",S2,NONE,NC,Yancey,"37199"
-82.1859,35.8058,"1535",S2,NONE,NC,Yancey,"37199"
-82.23783,35.81575,"1536",S2,NONE,NC,Yancey,"37199"
-82.2412,35.80601,"1537",S2,NONE,NC,Yancey,"37199"
-82.23915,35.80771,"1538",S2,NONE,NC,Yancey,"37199"
-82.25371,35.79517,"1539","S2,UA",River,NC,Yancey,"37199"
-82.25335,35.79583,"1540","S2,UA",River,NC,Yancey,"37199"
-82.24991,35.79346,"1541","S2,UA",River,NC,Yancey,"37199"
-82.71514,35.07951,"1542",S2,NONE,SC,Greenville,"45045"
-82.22546,35.79766,"1543","PL,S2",NONE,NC,Yancey,"37199"
-83.16105,35.0555,"1544",S2,River,NC,Macon,"37113"
-82.15658,35.79575,"1545","PL,S2",River,NC,McDowell,"37111"
-82.14447,35.80632,"1546",PL,NONE,NC,McDowell,"37111"
-82.91159,34.99853,"1547",S2,UNCLEAR,SC,Pickens,"45077"
-82.1187,35.79902,"1548","PL,S2",NONE,NC,McDowell,"37111"
-82.11566,35.78698,"1549","PL,S2",River,NC,McDowell,"37111"
-82.14668,35.77481,"1550",S2,NONE,NC,McDowell,"37111"
-82.14728,35.7722,"1551",S2,NONE,NC,McDowell,"37111"
-82.12846,35.7479,"1552",S2,Road,NC,McDowell,"37111"
-82.15533,35.76316,"1553","PL,S2",NONE,NC,McDowell,"37111"
-82.15577,35.76295,"1554","PL,S2",NONE,NC,McDowell,"37111"
-82.14918,35.75918,"1555",S2,NONE,NC,McDowell,"37111"
-82.15221,35.75771,"1556",S2,NONE,NC,McDowell,"37111"
-82.2004,35.75998,"1557",S2,Road,NC,Yancey,"37199"
-82.23756,35.76771,"1558",S2,River,NC,Yancey,"37199"
-82.24381,35.74737,"1559",S2,River,NC,Yancey,"37199"
-82.24574,35.73593,"1560",S2,River,NC,Yancey,"37199"
-82.24686,35.73734,"1561",S2,NONE,NC,Yancey,"37199"
-82.23508,35.75054,"1562",S2,NONE,NC,Yancey,"37199"
-82.20726,35.7288,"1563",PL,Road,NC,McDowell,"37111"
-82.2069,35.72906,"1564",PL,Road,NC,McDowell,"37111"
-82.35566,35.83004,"1565",S2,NONE,NC,Yancey,"37199"
-82.33496,35.82697,"1566",S2,NONE,NC,Yancey,"37199"
-82.33507,35.82578,"1567",S2,Road,NC,Yancey,"37199"
-82.33342,35.8204,"1568",S2,UNCLEAR,NC,Yancey,"37199"
-83.34367,34.67704,"1569",S2,UNCLEAR,GA,Stephens,"13257"
-82.32247,35.82438,"1570",S2,NONE,NC,Yancey,"37199"
-82.32153,35.81788,"1571",S2,UNCLEAR,NC,Yancey,"37199"
-82.32017,35.81492,"1572",S2,River,NC,Yancey,"37199"
-82.30819,35.80968,"1573",S2,River,NC,Yancey,"37199"
-82.30768,35.8153,"1574",S2,NONE,NC,Yancey,"37199"
-82.30577,35.82564,"1575",S2,NONE,NC,Yancey,"37199"
-82.31882,35.82677,"1576",S2,Road,NC,Yancey,"37199"
-82.26631,35.80125,"1577",S2,NONE,NC,Yancey,"37199"
-82.29488,35.74988,"1578",S2,River,NC,Yancey,"37199"
-82.29426,35.74922,"1579",S2,River,NC,Yancey,"37199"
-82.28869,35.75511,"1580",S2,NONE,NC,Yancey,"37199"
-82.29299,35.75595,"1581",S2,NONE,NC,Yancey,"37199"
-82.29421,35.75629,"1582",S2,NONE,NC,Yancey,"37199"
-82.2893,35.76478,"1583",S2,NONE,NC,Yancey,"37199"
-82.28607,35.76421,"1584",S2,NONE,NC,Yancey,"37199"
-82.59326,36.11455,"1585",S2,NONE,TN,Washington,"47179"
-82.36536,35.74451,"1586",S2,River,NC,Buncombe,"37021"
-82.3634,35.73868,"1587",S2,Road,NC,Buncombe,"37021"
-82.35447,35.73594,"1588",S2,River,NC,Buncombe,"37021"
-82.37863,35.75028,"1589",S2,Building,NC,Buncombe,"37021"
-82.38782,35.73899,"1590",S2,River,NC,Buncombe,"37021"
-82.38757,35.73863,"1591",S2,River,NC,Buncombe,"37021"
-82.3871,35.73808,"1592",S2,River,NC,Buncombe,"37021"
-82.38737,35.73733,"1593",S2,River,NC,Buncombe,"37021"
-82.38728,35.73647,"1594",S2,River,NC,Buncombe,"37021"
-82.38726,35.737,"1595",S2,River,NC,Buncombe,"37021"
-82.39493,35.73013,"1596",S2,River,NC,Buncombe,"37021"
-82.3822,35.72717,"1597",S2,River,NC,Buncombe,"37021"
-82.38137,35.72562,"1598",S2,River,NC,Buncombe,"37021"
-82.38052,35.72577,"1599",S2,UNCLEAR,NC,Buncombe,"37021"
-82.37908,35.72249,"1600",S2,River,NC,Buncombe,"37021"
-82.37928,35.72127,"1601",S2,River,NC,Buncombe,"37021"
-82.37823,35.7212,"1602",S2,River,NC,Buncombe,"37021"
-82.37892,35.72065,"1603",S2,River,NC,Buncombe,"37021"
-82.37882,35.71941,"1604",S2,River,NC,Buncombe,"37021"
-82.37896,35.71803,"1605",S2,River,NC,Buncombe,"37021"
-82.39943,36.19357,"1606",S2,NONE,TN,Unicoi,"47171"
-82.41114,35.7756,"1607","PL,S2",NONE,NC,Buncombe,"37021"
-82.40726,35.77299,"1608",S2,Other,NC,Buncombe,"37021"
-82.4067,35.77336,"1609",S2,Other,NC,Buncombe,"37021"
-82.40437,35.77306,"1610",S2,Other,NC,Buncombe,"37021"
-82.40948,35.77701,"1611",S2,Other,NC,Buncombe,"37021"
-82.40538,35.63745,"1612",S2,NONE,NC,Buncombe,"37021"
-82.41602,35.6439,"1613",S2,UNCLEAR,NC,Buncombe,"37021"
-82.44326,35.63686,"1614","S2,UA",NONE,NC,Buncombe,"37021"
-82.12564,36.09385,"1615","PL,S2",River,NC,Mitchell,"37121"
-82.42181,35.65924,"1616",S2,NONE,NC,Buncombe,"37021"
-82.40582,35.70143,"1617",S2,Other,NC,Buncombe,"37021"
-82.35983,35.67573,"1618",S2,NONE,NC,Buncombe,"37021"
-82.23129,35.66927,"1619",S2,River,NC,McDowell,"37111"
-82.24402,35.69718,"1620",S2,NONE,NC,McDowell,"37111"
-82.02354,36.11861,"1621","PL,S2,UA",River,NC,Avery,"37011"
-82.00752,36.08716,"1622",S2,River,NC,Avery,"37011"
-82.14556,35.72758,"1623",S2,NONE,NC,McDowell,"37111"
-82.15114,35.72449,"1624",S2,NONE,NC,McDowell,"37111"
-82.00947,36.09292,"1625","PL,S2",River,NC,Avery,"37011"
-81.99413,36.10602,"1626","PL,S2",Road,NC,Avery,"37011"
-82.12461,35.70731,"1627",S2,NONE,NC,McDowell,"37111"
-81.99708,36.09873,"1628","PL,S2",NONE,NC,Avery,"37011"
-82.97056,35.6218,"1629",UA,River,NC,Haywood,"37087"
-81.97846,36.08754,"1630","PL,S2",NONE,NC,Avery,"37011"
-83.10229,35.77772,"1631",UA,NONE,TN,Cocke,"47029"
-83.08405,35.77093,"1632",UA,River,NC,Haywood,"37087"
-81.95765,36.07645,"1633",S2,NONE,NC,Avery,"37011"
-81.92902,36.07927,"1634","PL,S2",Building,NC,Avery,"37011"
-81.90973,36.09232,"1635",S2,Road,NC,Avery,"37011"
-82.40298,36.08106,"1636","S2,UA",River,NC,Mitchell,"37121"
-82.40138,36.082,"1637","S2,UA",River,NC,Mitchell,"37121"
-82.24262,35.32709,"1638",UA,Road,NC,Polk,"37149"
-81.90505,36.09768,"1639","PL,S2",NONE,NC,Avery,"37011"
-81.87201,36.11668,"1640","PL,S2",NONE,NC,Avery,"37011"
-81.18835,36.40623,"1641",S2,River,NC,Alleghany,"37005"
-81.92436,36.12404,"1642","PL,S2",Building,NC,Avery,"37011"
-81.9196,36.12653,"1643","PL,S2",Road,NC,Avery,"37011"
-81.90303,36.14006,"1644",S2,NONE,NC,Avery,"37011"
-81.9316,36.15025,"1645","PL,S2",Building,NC,Avery,"37011"
-81.96026,36.14083,"1646","NO,PL,S2",River,NC,Avery,"37011"
-81.9624,36.13977,"1647","NO,PL,S2",Building,NC,Avery,"37011"
-82.04445,36.14399,"1648","PL,S2",Road,TN,Carter,"47019"
-82.11033,36.14619,"1649","PL,S2",NONE,TN,Carter,"47019"
-82.10748,36.12794,"1650","PL,S2",UNCLEAR,TN,Carter,"47019"
-82.13296,36.15098,"1651",S2,NONE,TN,Carter,"47019"
-82.07502,36.15593,"1652",S2,Building,TN,Carter,"47019"
-82.0259,36.17597,"1653","PL,S2",UNCLEAR,TN,Carter,"47019"
-81.99171,36.15916,"1654","PL,S2",Road,NC,Avery,"37011"
-81.9077,36.16141,"1655",S2,Road,NC,Avery,"37011"
-81.87885,36.17009,"1656","PL,S2",Building,NC,Avery,"37011"
-81.90518,36.16073,"1657","PL,S2",Other,NC,Avery,"37011"
-81.8388,36.18774,"1658","PL,S2",Road,NC,Watauga,"37189"
-81.86406,36.17227,"1659","PL,S2",Road,NC,Avery,"37011"
-81.86605,36.17058,"1660","PL,S2",Other,NC,Avery,"37011"
-81.86523,36.17074,"1661","PL,S2",Road,NC,Avery,"37011"
-81.86778,36.16877,"1662","PL,S2",Other,NC,Avery,"37011"
-81.85628,36.17,"1663","PL,S2",Road,NC,Avery,"37011"
-81.86949,36.1829,"1664","PL,S2",Road,NC,Avery,"37011"
-81.85067,36.17011,"1665","PL,S2",Road,NC,Avery,"37011"
-81.8474,36.18771,"1666","PL,S2",Road,NC,Watauga,"37189"
-81.72427,36.22845,"1667",S2,River,NC,Watauga,"37189"
-81.72586,36.20641,"1668","PL,S2",Other,NC,Watauga,"37189"
-81.74525,36.22,"1669","PL,S2",Road,NC,Watauga,"37189"
-81.74967,36.21279,"1670","PL,S2",Road,NC,Watauga,"37189"
-81.79213,36.2361,"1671","PL,S2",Road,NC,Watauga,"37189"
-81.87441,36.19881,"1672","PL,S2",Road,NC,Watauga,"37189"
-81.94054,36.20901,"1673","PL,S2",River,NC,Avery,"37011"
-82.03593,36.20208,"1674","PL,S2",UNCLEAR,TN,Carter,"47019"
-82.07817,36.19532,"1675","PL,S2",Road,TN,Carter,"47019"
-81.91666,36.24051,"1676",S2,Road,NC,Avery,"37011"
-81.89609,36.26297,"1677",S2,River,NC,Avery,"37011"
-81.89709,36.26181,"1678","PL,S2",Road,NC,Avery,"37011"
-81.81941,36.26709,"1679",S2,Road,NC,Watauga,"37189"
-81.81906,36.26829,"1680",S2,Road,NC,Watauga,"37189"
-81.81638,36.26667,"1681",S2,Road,NC,Watauga,"37189"
-81.82657,36.26656,"1682",S2,Road,NC,Watauga,"37189"
-81.7859,36.24187,"1683",S2,Other,NC,Watauga,"37189"
-81.77486,36.26071,"1684",S2,NONE,NC,Watauga,"37189"
-81.77461,36.26294,"1685",S2,Road,NC,Watauga,"37189"
-81.75402,36.25554,"1686",S2,Road,NC,Watauga,"37189"
-81.75381,36.24325,"1687",S2,NONE,NC,Watauga,"37189"
-81.73206,36.24652,"1688",S2,Various,NC,Watauga,"37189"
-81.72193,36.23573,"1689",S2,Road,NC,Watauga,"37189"
-81.73074,36.23719,"1690",S2,NONE,NC,Watauga,"37189"
-81.73911,36.25208,"1691",S2,NONE,NC,Watauga,"37189"
-81.72513,36.2395,"1692",S2,Other,NC,Watauga,"37189"
-81.77127,36.2843,"1693",S2,River,NC,Watauga,"37189"
-81.77207,36.27272,"1694",S2,Road,NC,Watauga,"37189"
-81.7712,36.27425,"1695",S2,NONE,NC,Watauga,"37189"
-81.79128,36.26459,"1696",S2,NONE,NC,Watauga,"37189"
-81.76601,36.32381,"1697",S2,NONE,NC,Watauga,"37189"
-81.75913,36.29557,"1698",S2,NONE,NC,Watauga,"37189"
-81.75499,36.30588,"1699",S2,NONE,NC,Watauga,"37189"
-81.73342,36.35742,"1700",S2,UNCLEAR,TN,Johnson,"47091"
-81.73266,36.37291,"1701",S2,Other,TN,Johnson,"47091"
-81.71085,36.34048,"1702",S2,Road,TN,Johnson,"47091"
-81.81068,36.57451,"1703",S2,NONE,TN,Johnson,"47091"
-81.81019,36.57558,"1704",S2,NONE,TN,Johnson,"47091"
-81.61801,36.46209,"1705",S2,River,NC,Ashe,"37009"
-81.61471,36.49336,"1706",S2,Road,NC,Ashe,"37009"
-81.61558,36.49883,"1707",S2,Various,NC,Ashe,"37009"
-81.58858,36.47627,"1708",S2,River,NC,Ashe,"37009"
-81.60948,36.47634,"1709",S2,River,NC,Ashe,"37009"
-81.61949,36.4875,"1710",S2,River,NC,Ashe,"37009"
-81.61631,36.47756,"1711",S2,River,NC,Ashe,"37009"
-81.61649,36.47829,"1712",S2,River,NC,Ashe,"37009"
-81.61809,36.4991,"1713",S2,River,NC,Ashe,"37009"
-81.61886,36.50197,"1714",S2,River,NC,Ashe,"37009"
-81.62179,36.46908,"1715",S2,UNCLEAR,NC,Ashe,"37009"
-81.63361,36.49056,"1716",S2,UNCLEAR,NC,Ashe,"37009"
-81.63087,36.50669,"1717",S2,River,NC,Ashe,"37009"
-81.63049,36.50739,"1718",S2,River,NC,Ashe,"37009"
-81.62105,36.51028,"1719",S2,River,NC,Ashe,"37009"
-81.60173,36.47021,"1720",S2,Various,NC,Ashe,"37009"
-81.66587,36.46907,"1721",S2,Road,NC,Ashe,"37009"
-81.67851,36.48344,"1722",S2,River,NC,Ashe,"37009"
-81.64418,36.48392,"1723",S2,River,NC,Ashe,"37009"
-81.6391,36.45073,"1724",S2,UNCLEAR,NC,Ashe,"37009"
-82.20494,35.54014,"1725",PC,Building,NC,Buncombe,"37021"
-82.20619,35.54058,"1726",FO,Other,NC,Buncombe,"37021"
-82.40967,35.61812,"1727",FO,Road,NC,Buncombe,"37021"
-81.73129,36.24342,"1728",FO,Building,NC,Watauga,"37189"
-81.69332,36.24934,"1729",FO,Road,NC,Watauga,"37189"
-81.69235,36.24742,"1730","FO,MR,S2",Building,NC,Watauga,"37189"
-81.69157,36.24561,"1731",FO,Building,NC,Watauga,"37189"
-81.69495,36.25371,"1732",FO,Various,NC,Watauga,"37189"
-81.6951,36.25497,"1733",S2,UNCLEAR,NC,Watauga,"37189"
-81.69689,36.25374,"1734",FO,Building,NC,Watauga,"37189"
-81.70046,36.25567,"1735",S2,River,NC,Watauga,"37189"
-81.69588,36.26192,"1736",FO,Road,NC,Watauga,"37189"
-81.69795,36.26176,"1737",S2,Building,NC,Watauga,"37189"
-81.69951,36.26193,"1738",FO,Building,NC,Watauga,"37189"
-81.68092,36.252,"1739",FO,Road,NC,Watauga,"37189"
-81.68023,36.25278,"1740",S2,Building,NC,Watauga,"37189"
-81.7418,36.26721,"1741",FO,NONE,NC,Watauga,"37189"
-81.74427,36.26606,"1742",FO,Road,NC,Watauga,"37189"
-81.7438,36.26719,"1743",FO,Building,NC,Watauga,"37189"
-81.74508,36.26701,"1744",FO,Building,NC,Watauga,"37189"
-81.73667,36.25859,"1745",FO,Various,NC,Watauga,"37189"
-81.73309,36.28414,"1746",FO,Road,NC,Watauga,"37189"
-81.66517,36.42405,"1747",FO,Road,NC,Ashe,"37009"
-81.66935,36.41414,"1748",FO,Road,NC,Ashe,"37009"
-81.67232,36.41425,"1749",FO,Road,NC,Ashe,"37009"
-81.67695,36.41291,"1750","FO,S2",Road,NC,Ashe,"37009"
-81.67724,36.41367,"1751","FO,S2",Road,NC,Ashe,"37009"
-81.67678,36.41172,"1752","FO,S2",Other,NC,Ashe,"37009"
-81.69208,36.40413,"1753",FO,Other,NC,Ashe,"37009"
-81.6455,36.44016,"1754","FO,S2",Road,NC,Ashe,"37009"
-81.61259,36.44676,"1755",FO,Various,NC,Ashe,"37009"
-81.60226,36.45464,"1756",FO,Road,NC,Ashe,"37009"
-81.5213,36.46112,"1757",FO,Road,NC,Ashe,"37009"
-81.68568,36.1253,"1758","FO,S2",Road,NC,Watauga,"37189"
-81.75149,36.33488,"1759","FO,S2",Building,NC,Watauga,"37189"
-81.75851,36.33757,"1760",FO,NONE,NC,Watauga,"37189"
-81.76443,36.33691,"1761",FO,Building,NC,Watauga,"37189"
-81.76414,36.3352,"1762",FO,Building,NC,Watauga,"37189"
-81.76384,36.33507,"1763",FO,Building,NC,Watauga,"37189"
-81.76708,36.33196,"1764",FO,Other,NC,Watauga,"37189"
-81.76683,36.33168,"1765",FO,Other,NC,Watauga,"37189"
-81.76663,36.3315,"1766",FO,Other,NC,Watauga,"37189"
-81.76611,36.33102,"1767",FO,Other,NC,Watauga,"37189"
-81.76485,36.3313,"1768","FO,S2",Other,NC,Watauga,"37189"
-81.76619,36.33055,"1769",FO,NONE,NC,Watauga,"37189"
-81.76572,36.33026,"1770",FO,NONE,NC,Watauga,"37189"
-81.7656,36.33058,"1771",FO,NONE,NC,Watauga,"37189"
-81.79421,36.26483,"1772","FO,MR",Building,NC,Watauga,"37189"
-81.79556,36.26434,"1773",FO,Road,NC,Watauga,"37189"
-81.79528,36.26353,"1774",FO,NONE,NC,Watauga,"37189"
-81.78416,36.26646,"1775",FO,River,NC,Watauga,"37189"
-81.77402,36.26976,"1776",FO,Road,NC,Watauga,"37189"
-81.77445,36.26985,"1777",FO,Road,NC,Watauga,"37189"
-81.78058,36.27443,"1778",FO,Building,NC,Watauga,"37189"
-81.77731,36.27495,"1779",FO,Road,NC,Watauga,"37189"
-81.77969,36.2772,"1780",FO,Various,NC,Watauga,"37189"
-81.78268,36.28006,"1781",FO,NONE,NC,Watauga,"37189"
-81.7835,36.28054,"1782",FO,Building,NC,Watauga,"37189"
