X,Y,fid,Source,Impact,STATE,COUNTYNAME,FIPS
-82.04499,35.65916,"601","PL,S2",Building,NC,McDowell,"37111"
-82.0438,35.66069,"602","PL,S2",Road,NC,McDowell,"37111"
-82.08456,35.64711,"603","PL,S2",NONE,NC,McDowell,"37111"
-82.14344,35.67219,"604","PL,S2",River,NC,McDowell,"37111"
-82.17488,35.66457,"605","PL,S2",NONE,NC,McDowell,"37111"
-82.17371,35.6669,"606",S2,NONE,NC,McDowell,"37111"
-82.49371,35.65081,"607","NO,PC,UA",Road,NC,Buncombe,"37021"
-82.18316,35.70875,"608",S2,River,NC,McDowell,"37111"
-82.17562,35.71222,"609",S2,NONE,NC,McDowell,"37111"
-82.17478,35.7139,"610",S2,NONE,NC,McDowell,"37111"
-82.18883,35.70679,"611","PL,S2",NONE,NC,McDowell,"37111"
-82.19162,35.71514,"612","PL,S2",Road,NC,McDowell,"37111"
-82.19262,35.7205,"613","PL,S2",River,NC,McDowell,"37111"
-82.19022,35.72274,"614","PL,S2",River,NC,McDowell,"37111"
-82.19083,35.7154,"615","PL,S2",Road,NC,McDowell,"37111"
-82.45737,35.65938,"616","PL,UA",Road,NC,Buncombe,"37021"
-82.46593,35.65527,"617",UA,UNCLEAR,NC,Buncombe,"37021"
-82.16441,35.76979,"618","CAP,S2,UA",Road,NC,McDowell,"37111"
-82.16722,35.765,"619","CAP,S2,UA",Building,NC,McDowell,"37111"
-82.43025,35.65814,"620","PL,S2,UA",NONE,NC,Buncombe,"37021"
-82.44747,35.63143,"621","PL,UA",Building,NC,Buncombe,"37021"
-82.16818,35.72391,"622","S2,UA",NONE,NC,McDowell,"37111"
-82.44441,35.63571,"623","PL,UA",NONE,NC,Buncombe,"37021"
-82.15477,35.73379,"624","S2,UA",River,NC,McDowell,"37111"
-82.1553,35.73303,"625","S2,UA",River,NC,McDowell,"37111"
-82.12987,35.74884,"626",UA,NONE,NC,McDowell,"37111"
-82.12236,35.74989,"627","PL,S2",River,NC,McDowell,"37111"
-82.13267,35.73731,"628",S2,River,NC,McDowell,"37111"
-82.13261,35.7362,"629",S2,River,NC,McDowell,"37111"
-82.14505,35.73704,"630",UA,River,NC,McDowell,"37111"
-82.15607,35.72676,"631",UA,River,NC,McDowell,"37111"
-82.52769,35.6213,"632",UA,Road,NC,Buncombe,"37021"
-81.89978,36.11878,"633","PL,S2",Building,NC,Avery,"37011"
-82.21083,35.63409,"634","CAP,PL,S2",Other,NC,McDowell,"37111"
-82.44177,35.64122,"635","PL,UA",UNCLEAR,NC,Buncombe,"37021"
-82.452,35.63386,"636","PL,S2",NONE,NC,Buncombe,"37021"
-81.94379,36.28632,"637",UA,Road,TN,Johnson,"47091"
-82.39346,35.73707,"638",S2,NONE,NC,Buncombe,"37021"
-82.39808,35.74721,"639",S2,NONE,NC,Buncombe,"37021"
-82.39745,35.74902,"640",S2,Building,NC,Buncombe,"37021"
-82.40669,35.74984,"641",S2,UNCLEAR,NC,Buncombe,"37021"
-82.39251,35.74898,"642",S2,UNCLEAR,NC,Buncombe,"37021"
-82.62261,36.05391,"643",PL,NONE,NC,Madison,"37115"
-82.30804,35.83938,"644",S2,UNCLEAR,NC,Yancey,"37199"
-81.98006,36.30518,"645","S2,UA",Other,TN,Johnson,"47091"
-82.41028,35.63139,"646",CAP,Building,NC,Buncombe,"37021"
-82.24705,35.85289,"647","S2,UA",NONE,NC,Yancey,"37199"
-82.28234,35.83554,"648",S2,Road,NC,Yancey,"37199"
-82.64532,36.05816,"649",PL,NONE,NC,Madison,"37115"
-81.78858,36.19465,"650","S2,UA",Road,NC,Watauga,"37189"
-82.51034,35.32083,"651",S2,NONE,NC,Henderson,"37089"
-82.50656,35.32007,"652",S2,NONE,NC,Henderson,"37089"
-82.51408,35.30433,"653",S2,Road,NC,Henderson,"37089"
-82.51369,35.30342,"654",S2,Road,NC,Henderson,"37089"
-82.46472,35.58361,"655","CAP,NO,UA",Various,NC,Buncombe,"37021"
-82.518,35.3058,"656",S2,NONE,NC,Henderson,"37089"
-82.51736,35.3046,"657",S2,NONE,NC,Henderson,"37089"
-82.58487,36.0484,"658","PL,S2",NONE,TN,Unicoi,"47171"
-82.63248,36.03641,"659","PL,S2",NONE,NC,Madison,"37115"
-82.63191,36.03877,"660","PL,S2",NONE,NC,Madison,"37115"
-82.6934,36.01227,"661","PL,S2",NONE,NC,Madison,"37115"
-82.64138,35.99738,"662","PL,S2",UNCLEAR,NC,Madison,"37115"
-82.47047,35.56036,"663",S2,NONE,NC,Buncombe,"37021"
-82.47226,35.44253,"664",S2,Road,NC,Henderson,"37089"
-82.49388,35.32896,"665",S2,UNCLEAR,NC,Henderson,"37089"
-82.48942,35.30595,"666",S2,Road,NC,Henderson,"37089"
-82.16032,35.71559,"667","PL,S2",NONE,NC,McDowell,"37111"
-82.16374,35.71573,"668",S2,NONE,NC,McDowell,"37111"
-82.1623,35.71965,"669","PL,S2",NONE,NC,McDowell,"37111"
-82.16357,35.72044,"670","PL,S2",NONE,NC,McDowell,"37111"
-82.16321,35.7227,"671","PL,S2",NONE,NC,McDowell,"37111"
-82.16263,35.72297,"672","PL,S2",NONE,NC,McDowell,"37111"
-82.40934,35.55231,"673",S2,UNCLEAR,NC,Buncombe,"37021"
-82.40979,35.54113,"674",S2,UNCLEAR,NC,Buncombe,"37021"
-82.36672,35.55809,"675",S2,UNCLEAR,NC,Buncombe,"37021"
-82.36285,35.55732,"676",S2,UNCLEAR,NC,Buncombe,"37021"
-82.42811,35.46825,"677",S2,UNCLEAR,NC,Henderson,"37089"
-82.40672,35.69523,"678","S2,UA",NONE,NC,Buncombe,"37021"
-82.1601,35.72459,"679","PL,S2",NONE,NC,McDowell,"37111"
-82.19339,35.72709,"680","PL,S2",Road,NC,McDowell,"37111"
-82.18442,35.73274,"681","PL,S2",NONE,NC,McDowell,"37111"
-82.18332,35.73301,"682","PL,S2",NONE,NC,McDowell,"37111"
-82.10107,36.07718,"683","PL,S2",River,NC,Mitchell,"37121"
-82.17873,35.72737,"684","PL,S2",NONE,NC,McDowell,"37111"
-82.17592,35.72641,"685","PL,S2",NONE,NC,McDowell,"37111"
-82.182,35.72475,"686","PL,S2",NONE,NC,McDowell,"37111"
-82.17077,35.73192,"687","PL,S2",NONE,NC,McDowell,"37111"
-82.16971,35.73222,"688","PL,S2",NONE,NC,McDowell,"37111"
-82.17141,35.72855,"689","PL,S2",NONE,NC,McDowell,"37111"
-82.35113,35.69315,"690","S2,UA",NONE,NC,Buncombe,"37021"
-82.16547,35.73494,"691","PL,S2",NONE,NC,McDowell,"37111"
-82.16184,35.73907,"692","PL,S2",NONE,NC,McDowell,"37111"
-82.15829,35.73793,"693","PL,S2",Road,NC,McDowell,"37111"
-82.04708,36.09123,"694","S2,UA",River,NC,Avery,"37011"
-82.03396,36.0987,"695",S2,River,NC,Avery,"37011"
-81.97111,36.13208,"696","NO,S2",NONE,NC,Avery,"37011"
-81.52355,36.20928,"697",S2,Road,NC,Watauga,"37189"
-83.04306,35.75389,"698","CAP,UA",Road,NC,Haywood,"37087"
-81.63015,36.14176,"699","S2,UA",Building,NC,Watauga,"37189"
-81.94295,36.14462,"700",S2,Various,NC,Avery,"37011"
-81.66261,36.11706,"701","S2,UA",Building,NC,Caldwell,"37027"
-81.66558,36.11816,"702",S2,NONE,NC,Caldwell,"37027"
-82.26495,35.84739,"703",S2,Road,NC,Yancey,"37199"
-81.91507,36.13355,"704",S2,NONE,NC,Avery,"37011"
-81.97178,36.07706,"705",S2,Road,NC,Avery,"37011"
-83.12198,35.23521,"706",UA,UNCLEAR,NC,Jackson,"37099"
-82.24723,35.82719,"707",UA,UNCLEAR,NC,Yancey,"37199"
-81.86342,36.24594,"708",S2,Road,NC,Watauga,"37189"
-82.97056,35.46028,"709",PC,UNCLEAR,NC,Haywood,"37087"
-82.32717,35.92624,"710",S2,Building,NC,Yancey,"37199"
-82.32414,35.92815,"711",S2,NONE,NC,Yancey,"37199"
-82.31789,35.92733,"712",S2,Road,NC,Yancey,"37199"
-82.09452,35.94729,"713",S2,Road,NC,Mitchell,"37121"
-82.09366,35.94767,"714",S2,Road,NC,Mitchell,"37121"
-82.09371,35.94887,"715",S2,Road,NC,Mitchell,"37121"
-82.09283,35.95031,"716",S2,Road,NC,Mitchell,"37121"
-82.09239,35.94828,"717",S2,Road,NC,Mitchell,"37121"
-82.09378,35.94718,"718",S2,Road,NC,Mitchell,"37121"
-82.33494,35.92048,"719",S2,Building,NC,Yancey,"37199"
-82.3332,35.921,"720",S2,Building,NC,Yancey,"37199"
-82.34071,35.9179,"721",S2,Building,NC,Yancey,"37199"
-82.24696,35.85084,"722","S2,UA",NONE,NC,Yancey,"37199"
-82.18669,35.86938,"723","PL,S2,UA",Road,NC,Yancey,"37199"
-82.19504,35.87166,"724","S2,UA",Building,NC,Yancey,"37199"
-81.97219,35.95052,"725",S2,NONE,NC,Avery,"37011"
-81.97176,35.94995,"726",S2,NONE,NC,Avery,"37011"
-82.41214,35.4655,"727",S2,UNCLEAR,NC,Henderson,"37089"
-82.40411,35.46276,"728",S2,River,NC,Henderson,"37089"
-82.40425,35.46204,"729",S2,River,NC,Henderson,"37089"
-82.40667,35.46318,"730",S2,NONE,NC,Henderson,"37089"
-82.40766,35.46615,"731",S2,River,NC,Henderson,"37089"
-82.20699,35.87308,"732",UA,NONE,NC,Yancey,"37199"
-82.39637,35.47283,"733",S2,River,NC,Buncombe,"37021"
-82.20424,35.8839,"734","S2,UA",NONE,NC,Yancey,"37199"
-81.90878,36.06145,"735",S2,Building,NC,Avery,"37011"
-82.38545,35.57705,"736",S2,Road,NC,Buncombe,"37021"
-82.37983,35.57706,"737","NO,S2",Road,NC,Buncombe,"37021"
-82.20087,35.86379,"738","S2,UA",Building,NC,Yancey,"37199"
-81.89727,36.12465,"739",S2,NONE,NC,Avery,"37011"
-82.38062,35.492,"740",S2,Various,NC,Buncombe,"37021"
-82.34815,35.47472,"741","S2,UA",Building,NC,Henderson,"37089"
-82.35991,35.47554,"742",S2,Road,NC,Henderson,"37089"
-82.35623,35.46335,"743",S2,NONE,NC,Henderson,"37089"
-82.37218,35.44149,"744",S2,Road,NC,Henderson,"37089"
-82.35593,35.43997,"745",S2,NONE,NC,Henderson,"37089"
-82.33827,35.55954,"746",S2,Various,NC,Buncombe,"37021"
-82.3343,35.56886,"747",S2,Various,NC,Buncombe,"37021"
-82.3344,35.56544,"748",S2,Various,NC,Buncombe,"37021"
-82.31685,35.54502,"749","S2,UA",NONE,NC,Buncombe,"37021"
-82.31552,35.54683,"750","S2,UA",NONE,NC,Buncombe,"37021"
-82.31527,35.54767,"751",S2,NONE,NC,Buncombe,"37021"
-82.20651,35.72291,"752",S2,Road,NC,McDowell,"37111"
-82.19742,35.72456,"753",S2,Road,NC,McDowell,"37111"
-82.23601,35.75574,"754","S2,UA",Various,NC,Yancey,"37199"
-82.21647,35.68755,"755",S2,Various,NC,McDowell,"37111"
-82.22993,35.68404,"756",S2,Road,NC,McDowell,"37111"
-82.23157,35.69235,"757",S2,Road,NC,McDowell,"37111"
-82.22837,35.69228,"758",S2,Road,NC,McDowell,"37111"
-82.23812,35.65164,"759",S2,Various,NC,McDowell,"37111"
-82.23754,35.65246,"760",S2,Various,NC,McDowell,"37111"
-82.26313,35.6397,"761",S2,Road,NC,McDowell,"37111"
-82.25436,35.64186,"762",S2,Other,NC,McDowell,"37111"
-82.25301,35.64081,"763",S2,Other,NC,McDowell,"37111"
-82.23824,35.63573,"764",S2,Other,NC,McDowell,"37111"
-82.23579,35.63585,"765",S2,Other,NC,McDowell,"37111"
-82.26292,35.63458,"766",S2,UNCLEAR,NC,McDowell,"37111"
-82.26286,35.62694,"767",S2,Other,NC,McDowell,"37111"
-82.2584,35.62836,"768",S2,Other,NC,McDowell,"37111"
-81.69416,36.2258,"769","FO,MR",Various,NC,Watauga,"37189"
-82.49642,35.61047,"770","NO,UA",Road,NC,Buncombe,"37021"
-83.11444,35.79472,"771","CAP,UA",Road,TN,Cocke,"47029"
-83.12472,35.79583,"772","CAP,UA",Road,TN,Cocke,"47029"
-83.13639,35.80472,"773","CAP,UA",Road,TN,Cocke,"47029"
-81.73367,36.23353,"774",FO,River,NC,Watauga,"37189"
-81.73558,36.23174,"775",FO,Building,NC,Watauga,"37189"
-82.17438,35.86493,"776","S2,UA",River,NC,Yancey,"37199"
-81.75838,36.25807,"777",FO,Building,NC,Watauga,"37189"
-81.75718,36.25249,"778",FO,Road,NC,Watauga,"37189"
-82.17398,35.86788,"779",UA,Building,NC,Yancey,"37199"
-81.73552,36.24384,"780",FO,Various,NC,Watauga,"37189"
-82.17516,35.8713,"781","S2,UA",Road,NC,Yancey,"37199"
-83.16528,35.98833,"782",CAP,Road,TN,Cocke,"47029"
-83.12573,35.23351,"783",UA,Other,NC,Jackson,"37099"
-82.17715,35.87317,"784",UA,Building,NC,Yancey,"37199"
-81.73896,36.2432,"785",FO,Building,NC,Watauga,"37189"
-81.73415,36.24293,"786",FO,Building,NC,Watauga,"37189"
-81.73379,36.24252,"787",FO,Building,NC,Watauga,"37189"
-81.73755,36.24127,"788",FO,Various,NC,Watauga,"37189"
-81.73658,36.24216,"789",FO,Road,NC,Watauga,"37189"
-82.1409,35.84463,"790","S2,UA",River,NC,Yancey,"37199"
-82.14984,35.84181,"791","S2,UA",Building,NC,Yancey,"37199"
-82.14784,35.83307,"792","S2,UA",Road,NC,Yancey,"37199"
-82.34123,35.53176,"793",S2,NONE,NC,Buncombe,"37021"
-82.32722,35.52839,"794",S2,UNCLEAR,NC,Buncombe,"37021"
-82.30438,35.50292,"795",S2,UNCLEAR,NC,Buncombe,"37021"
-82.33069,35.4988,"796",S2,Road,NC,Henderson,"37089"
-82.31861,35.48646,"797","PL,S2",Building,NC,Henderson,"37089"
-82.32719,35.49257,"798",S2,NONE,NC,Henderson,"37089"
-82.13315,35.85497,"799","S2,UA",Road,NC,Mitchell,"37121"
-82.30991,35.48166,"800",S2,Road,NC,Henderson,"37089"
-82.34654,35.58631,"801","FO,NO",UNCLEAR,NC,Buncombe,"37021"
-82.29715,35.43351,"802",S2,Various,NC,Henderson,"37089"
-81.64715,36.17073,"803","NO,PC,S2",NONE,NC,Watauga,"37189"
-82.11839,35.87972,"804",UA,NONE,NC,Mitchell,"37121"
-81.6477,36.18039,"805",PC,Road,NC,Watauga,"37189"
-81.74236,36.24428,"806",FO,Building,NC,Watauga,"37189"
-82.26047,35.55973,"807",S2,River,NC,Buncombe,"37021"
-81.74308,36.24429,"808",FO,Building,NC,Watauga,"37189"
-82.29043,35.54294,"809",S2,NONE,NC,Buncombe,"37021"
-83.19061,35.10449,"810",UA,NONE,NC,Macon,"37113"
-83.17768,35.10319,"811",UA,NONE,NC,Macon,"37113"
-82.2759,35.52458,"812",S2,Various,NC,Buncombe,"37021"
-82.26692,35.51841,"813",S2,Other,NC,Buncombe,"37021"
-82.28641,35.52779,"814",S2,UNCLEAR,NC,Buncombe,"37021"
-82.28674,35.49608,"815","S2,UA",NONE,NC,Buncombe,"37021"
-82.23175,35.51263,"816",S2,NONE,NC,Rutherford,"37161"
-82.24118,35.46715,"817","PL,S2",NONE,NC,Rutherford,"37161"
-81.74665,36.24401,"818",FO,NONE,NC,Watauga,"37189"
-81.74755,36.24476,"819",FO,Other,NC,Watauga,"37189"
-82.45301,36.1962,"820",UA,Road,TN,Washington,"47179"
-83.58625,35.73508,"821","S2,UA",Road,TN,Sevier,"47155"
-83.58526,35.73737,"822","S2,UA",Road,TN,Sevier,"47155"
-83.58518,35.73547,"823","S2,UA",Road,TN,Sevier,"47155"
-81.75379,36.24456,"824",FO,Other,NC,Watauga,"37189"
-83.6042,35.73342,"825","S2,UA",Building,TN,Sevier,"47155"
-83.03306,36.09222,"826",CAP,Building,TN,Greene,"47059"
-81.74949,36.23697,"827",FO,River,NC,Watauga,"37189"
-81.99004,35.879,"828",S2,Road,NC,McDowell,"37111"
-82.48615,35.6524,"829","S2,UA",Road,NC,Buncombe,"37021"
-81.74148,36.2428,"830",FO,NONE,NC,Watauga,"37189"
-83.59862,35.72874,"831",UA,Road,TN,Sevier,"47155"
-81.74207,36.24114,"832",FO,Other,NC,Watauga,"37189"
-83.59785,35.72769,"833",UA,Road,TN,Sevier,"47155"
-81.96481,35.87542,"834",S2,NONE,NC,McDowell,"37111"
-81.95269,35.88518,"835",S2,NONE,NC,McDowell,"37111"
-81.90138,35.88662,"836",S2,NONE,NC,Burke,"37023"
-82.14351,35.80385,"837",S2,NONE,NC,McDowell,"37111"
-82.19686,35.76085,"838",S2,Road,NC,Yancey,"37199"
-82.99333,36.0825,"839",CAP,Road,TN,Greene,"47059"
-81.9516,35.92136,"840",S2,NONE,NC,McDowell,"37111"
-81.95219,35.91729,"841",S2,NONE,NC,McDowell,"37111"
-81.94966,35.91582,"842",S2,NONE,NC,McDowell,"37111"
-81.9444,35.91096,"843","S2,UA",Other,NC,McDowell,"37111"
-81.86961,36.49298,"844",S2,NONE,TN,Johnson,"47091"
-81.77887,36.49387,"845",S2,Other,TN,Johnson,"47091"
-82.13705,35.73037,"846",S2,Road,NC,McDowell,"37111"
-82.86667,36.06583,"847",CAP,Other,TN,Greene,"47059"
-82.14615,35.73085,"848",S2,NONE,NC,McDowell,"37111"
-81.96329,35.95676,"849",S2,Road,NC,Avery,"37011"
-82.02566,35.98211,"850",S2,NONE,NC,Avery,"37011"
-82.49007,35.64858,"851","NO,UA",Road,NC,Buncombe,"37021"
-81.97272,36.09457,"852",S2,Road,NC,Avery,"37011"
-81.97964,36.09702,"853",S2,Building,NC,Avery,"37011"
-81.98213,36.09692,"854",S2,Road,NC,Avery,"37011"
-81.99089,36.09164,"855","NO,S2",Building,NC,Avery,"37011"
-81.96819,36.08873,"856",S2,Building,NC,Avery,"37011"
-81.95349,35.88752,"857",S2,NONE,NC,McDowell,"37111"
-81.94997,35.89225,"858",S2,NONE,NC,McDowell,"37111"
-81.9506,35.89294,"859",S2,NONE,NC,McDowell,"37111"
-81.94046,35.92506,"860",S2,River,NC,McDowell,"37111"
-81.93911,35.9214,"861","S2,UA",River,NC,McDowell,"37111"
-81.94775,35.92639,"862",S2,River,NC,McDowell,"37111"
-81.94592,35.93115,"863",S2,River,NC,McDowell,"37111"
-81.94382,35.9302,"864",S2,River,NC,McDowell,"37111"
-82.03309,36.00685,"865","NO,S2",Road,NC,Avery,"37011"
-81.97788,36.0266,"866",S2,Various,NC,Avery,"37011"
-81.98043,36.10946,"867",S2,NONE,NC,Avery,"37011"
-82.14657,35.83831,"868",UA,Road,NC,Mitchell,"37121"
-81.93701,36.03695,"869",S2,NONE,NC,Avery,"37011"
-81.936,36.03913,"870",S2,NONE,NC,Avery,"37011"
-81.93049,36.05921,"871",S2,Other,NC,Avery,"37011"
-81.92928,36.05883,"872",S2,Other,NC,Avery,"37011"
-81.92516,36.04808,"873",S2,River,NC,Avery,"37011"
-81.92524,36.04716,"874",S2,River,NC,Avery,"37011"
-81.92807,36.05041,"875","S2,UA",River,NC,Avery,"37011"
-81.92789,36.05115,"876","S2,UA",River,NC,Avery,"37011"
-81.95879,36.09776,"877","S2,UA",River,NC,Avery,"37011"
-81.95794,36.09676,"878","S2,UA",River,NC,Avery,"37011"
-81.95109,36.09637,"879",S2,Road,NC,Avery,"37011"
-81.93144,36.04346,"880",S2,NONE,NC,Avery,"37011"
-81.91204,36.05766,"881",S2,NONE,NC,Avery,"37011"
-81.95001,36.10308,"882",S2,NONE,NC,Avery,"37011"
-81.94967,35.88919,"883",S2,Various,NC,McDowell,"37111"
-82.19252,35.80482,"884","S2,UA",Building,NC,Yancey,"37199"
-82.37198,35.81128,"885",UA,NONE,NC,Buncombe,"37021"
-82.31191,35.87108,"886",S2,Building,NC,Yancey,"37199"
-82.30333,35.88272,"887","S2,UA",Building,NC,Yancey,"37199"
-82.30053,35.88614,"888","S2,UA",Building,NC,Yancey,"37199"
-82.29468,35.88327,"889","S2,UA",Road,NC,Yancey,"37199"
-82.29471,35.88279,"890","S2,UA",Road,NC,Yancey,"37199"
-82.29459,35.88194,"891","S2,UA",Road,NC,Yancey,"37199"
-82.29451,35.88115,"892","S2,UA",Road,NC,Yancey,"37199"
-81.67609,36.22411,"893",FO,Road,NC,Watauga,"37189"
-81.68217,36.22951,"894",FO,NONE,NC,Watauga,"37189"
-81.68265,36.23002,"895",FO,Road,NC,Watauga,"37189"
-81.76305,36.3183,"896",FO,Road,NC,Watauga,"37189"
-81.75693,36.3282,"897",FO,River,NC,Watauga,"37189"
-81.75433,36.33147,"898",FO,Road,NC,Watauga,"37189"
-81.75372,36.33198,"899",FO,Other,NC,Watauga,"37189"
-81.75249,36.33231,"900",FO,Road,NC,Watauga,"37189"
-81.68238,36.36212,"901",FO,Other,NC,Watauga,"37189"
-81.68054,36.36286,"902",FO,Other,NC,Watauga,"37189"
-81.68016,36.36255,"903",FO,Other,NC,Watauga,"37189"
-81.67838,36.36335,"904",FO,Road,NC,Watauga,"37189"
-81.67753,36.36868,"905",FO,Road,NC,Ashe,"37009"
-81.67282,36.37189,"906",FO,Road,NC,Ashe,"37009"
-81.69898,36.39009,"907",FO,Road,NC,Ashe,"37009"
-81.70573,36.38525,"908",FO,Road,NC,Ashe,"37009"
-81.71729,36.37306,"909",FO,Road,NC,Watauga,"37189"
-81.75898,36.3758,"910",FO,Other,TN,Johnson,"47091"
-81.65214,36.11531,"911","S2,UA",Other,NC,Caldwell,"37027"
-82.15072,35.75135,"912",FO,Road,NC,McDowell,"37111"
-82.15195,35.75139,"913",FO,Road,NC,McDowell,"37111"
-82.1526,35.75156,"914",S2,Road,NC,McDowell,"37111"
-82.15387,35.75533,"915",S2,Road,NC,McDowell,"37111"
-82.09787,35.84575,"916",FO,Road,NC,McDowell,"37111"
-81.75351,36.35158,"917",FO,Other,TN,Johnson,"47091"
-81.65489,36.11495,"918",UA,Building,NC,Caldwell,"37027"
-82.36792,35.17191,"919",S2,River,SC,Greenville,"45045"
-82.32595,35.17806,"920",S2,Other,SC,Greenville,"45045"
-82.34369,35.17428,"921",S2,Other,SC,Greenville,"45045"
-82.32175,35.15376,"922",S2,River,SC,Greenville,"45045"
-82.30734,35.16109,"923",S2,NONE,SC,Greenville,"45045"
-82.31484,35.14701,"924","S2,UA",Road,SC,Greenville,"45045"
-81.67693,36.12033,"925",UA,NONE,NC,Caldwell,"37027"
-82.31029,35.39791,"926",S2,Road,NC,Henderson,"37089"
-82.30741,35.39774,"927",S2,Road,NC,Henderson,"37089"
-82.21907,35.50983,"928",S2,Other,NC,Rutherford,"37161"
-82.21767,35.50987,"929",S2,Other,NC,Rutherford,"37161"
-82.19197,35.48232,"930",S2,Other,NC,Rutherford,"37161"
-82.19225,35.48062,"931",S2,Other,NC,Rutherford,"37161"
-82.18745,35.4854,"932",S2,Other,NC,Rutherford,"37161"
-82.17307,35.47451,"933",S2,NONE,NC,Rutherford,"37161"
-82.30352,35.40502,"934",S2,Road,NC,Henderson,"37089"
-81.72269,36.11285,"935",UA,Road,NC,Caldwell,"37027"
-82.29077,35.46587,"936",S2,River,NC,Henderson,"37089"
-82.29199,35.4221,"937",S2,River,NC,Henderson,"37089"
-82.29878,35.42577,"938",S2,NONE,NC,Henderson,"37089"
-82.29463,35.43103,"939",S2,NONE,NC,Henderson,"37089"
-82.29532,35.43288,"940",S2,Various,NC,Henderson,"37089"
-82.28424,35.45486,"941",S2,NONE,NC,Henderson,"37089"
-82.28355,35.45476,"942",S2,NONE,NC,Henderson,"37089"
-82.28187,35.45419,"943",S2,Road,NC,Henderson,"37089"
-82.28106,35.45537,"944",S2,Road,NC,Henderson,"37089"
-82.27877,35.45565,"945",S2,NONE,NC,Henderson,"37089"
-82.27831,35.45515,"946",S2,NONE,NC,Henderson,"37089"
-82.29095,35.44544,"947","S2,UA",Road,NC,Henderson,"37089"
-82.30131,35.47072,"948","S2,UA",NONE,NC,Henderson,"37089"
-82.30001,35.47321,"949","S2,UA",Building,NC,Henderson,"37089"
-82.3573,35.23218,"950",S2,Road,NC,Polk,"37149"
-82.30008,35.41761,"951",S2,NONE,NC,Henderson,"37089"
-82.31055,35.46412,"952",S2,Road,NC,Henderson,"37089"
-82.30004,35.47679,"953",S2,Road,NC,Henderson,"37089"
-82.19252,35.48961,"954",S2,River,NC,Rutherford,"37161"
-81.59444,36.15832,"955",UA,Road,NC,Watauga,"37189"
-81.73458,36.3284,"956",FO,Road,NC,Watauga,"37189"
-81.75217,36.31355,"957",FO,Road,NC,Watauga,"37189"
-81.75002,36.31429,"958",FO,Various,NC,Watauga,"37189"
-81.72641,36.23658,"959",FO,Road,NC,Watauga,"37189"
-81.73401,36.23598,"960",FO,Road,NC,Watauga,"37189"
-81.74042,36.23194,"961",FO,Building,NC,Watauga,"37189"
-81.74613,36.28801,"962",FO,Road,NC,Watauga,"37189"
-81.74598,36.2873,"963",FO,Road,NC,Watauga,"37189"
-81.74131,36.31461,"964",FO,NONE,NC,Watauga,"37189"
-81.75565,36.31509,"965",FO,Other,NC,Watauga,"37189"
-84.43546,35.2946,"966","PL,S2",UNCLEAR,TN,Monroe,"47123"
-81.94421,36.17252,"967",FO,Road,NC,Avery,"37011"
-83.63644,35.89638,"968","PL,S2",UNCLEAR,TN,Sevier,"47155"
-83.63423,35.89772,"969","PL,S2",UNCLEAR,TN,Sevier,"47155"
-83.62983,35.90018,"970","PL,S2",UNCLEAR,TN,Sevier,"47155"
-83.64541,35.77414,"971","PL,S2",UNCLEAR,TN,Sevier,"47155"
-82.70308,35.04528,"972",S2,Other,SC,Pickens,"45077"
-82.70076,35.04933,"973",S2,Other,SC,Pickens,"45077"
-82.70088,35.04832,"974",S2,Other,SC,Pickens,"45077"
-82.58053,35.12792,"975",S2,River,SC,Greenville,"45045"
-82.55719,35.13974,"976","S2,UA",NONE,SC,Greenville,"45045"
-82.56949,35.13268,"977","S2,UA",NONE,SC,Greenville,"45045"
-82.72583,36.15639,"978","CAP,MR",Road,TN,Greene,"47059"
-82.68306,36.205,"979",CAP,Road,TN,Greene,"47059"
-82.63778,36.19667,"980",CAP,Road,TN,Washington,"47179"
-82.03968,35.80796,"981",UA,NONE,NC,McDowell,"37111"
-82.07364,35.89493,"982","PL,UA",Other,NC,Mitchell,"37121"
-82.63278,36.1925,"983",CAP,Road,TN,Washington,"47179"
-81.98664,35.89915,"984","PL,UA",Road,NC,Mitchell,"37121"
-81.92983,35.90513,"985","PL,S2,UA",Building,NC,McDowell,"37111"
-81.9294,35.9041,"986","PL,S2,UA",UNCLEAR,NC,McDowell,"37111"
-82.59028,36.15583,"987",CAP,Other,TN,Washington,"47179"
-81.89472,35.86857,"988","S2,UA",NONE,NC,Burke,"37023"
-81.89824,35.86666,"989","S2,UA",River,NC,Burke,"37023"
-82.35028,36.0825,"990",CAP,Road,NC,Mitchell,"37121"
-81.88405,35.88493,"991","PL,S2",Road,NC,Burke,"37023"
-82.56111,35.95306,"992",CAP,Road,NC,Madison,"37115"
-82.29256,35.72324,"993",UA,Road,NC,Buncombe,"37021"
-82.29823,35.72808,"994","S2,UA",Road,NC,Buncombe,"37021"
-82.92917,35.93972,"995",CAP,Other,TN,Cocke,"47029"
-82.29665,35.71038,"996","S2,UA",River,NC,Buncombe,"37021"
-83.68019,35.69287,"997",UA,UNCLEAR,TN,Blount,"47009"
-82.2437,35.65421,"998","PL,UA",Other,NC,McDowell,"37111"
-82.6697,35.16528,"999",S2,UNCLEAR,NC,Transylvania,"37175"
-82.6615,35.10649,"1000",S2,River,SC,Greenville,"45045"
-81.93611,36.28778,"1001",CAP,River,TN,Johnson,"47091"
-82.44123,35.42652,"1002",S2,Various,NC,Henderson,"37089"
